Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,day_of_year_sin,day_of_year_cos,hour_sin,hour_cos
0.0,0.7613030774690644,0.6111111111111112,0.7714285714285714,0.7790697674418605,0.17500000000000002,0.26666666666666927,0,-0.9427611433904206,-0.33346877891818705,0.25881904510252074,0.9659258262890683
0.0,0.543059362228457,0.6111111111111112,0.7714285714285714,0.7790697674418605,0.17500000000000002,0.2761904761904752,0,-0.9427611433904206,-0.33346877891818705,0.8660254037844386,0.5000000000000001
1.0,0.3248156469878496,0.6111111111111112,0.7714285714285714,0.7441860465116279,0.17500000000000002,0.3047619047619037,1346,-0.9427611433904206,-0.33346877891818705,0.9659258262890683,-0.25881904510252063
1.0,0.10657193174724214,0.6111111111111112,0.7714285714285714,0.627906976744186,0.07500000000000001,0.34285714285714164,18380,-0.9427611433904206,-0.33346877891818705,0.49999999999999994,-0.8660254037844387
1.0,0.01927444491770027,0.6111111111111112,0.7714285714285714,0.5232558139534884,0.4,0.31428571428571317,28891,-0.9427611433904206,-0.33346877891818705,-0.2588190451025208,-0.9659258262890683
1.0,0.23751816107493137,0.6111111111111112,0.7714285714285714,0.569767441860465,0.45,0.3047619047619037,14687,-0.9427611433904206,-0.33346877891818705,-0.8660254037844385,-0.5000000000000004
1.0,0.4557618763155388,0.6111111111111112,0.7714285714285714,0.7790697674418605,0.375,0.32380952380952266,345,-0.9427611433904206,-0.33346877891818705,-0.9659258262890684,0.2588190451025203
0.0,0.6740055915561463,0.6111111111111112,0.7714285714285714,0.8139534883720929,0.2,0.3523809523809547,0,-0.9427611433904206,-0.33346877891818705,-0.5000000000000004,0.8660254037844384
0.0,0.7634449921768514,0.5277777777777779,0.7999999999999999,0.8488372093023255,0.25,0.3523809523809547,0,-0.9483615800121716,-0.31719128858910595,0.25881904510252074,0.9659258262890683
0.0,0.5446223805490286,0.5277777777777779,0.7999999999999999,0.8488372093023255,0.07500000000000001,0.3523809523809547,0,-0.9483615800121716,-0.31719128858910595,0.8660254037844386,0.5000000000000001
1.0,0.32579976983782954,0.5277777777777779,0.7999999999999999,0.8139534883720929,0.07500000000000001,0.37142857142857366,292,-0.9483615800121716,-0.31719128858910595,0.9659258262890683,-0.25881904510252063
1.0,0.10697715821000683,0.5277777777777779,0.7999999999999999,0.6860465116279069,0.07500000000000001,0.37142857142857366,10767,-0.9483615800121716,-0.31719128858910595,0.49999999999999994,-0.8660254037844387
1.0,0.019448113925527193,0.5277777777777779,0.7999999999999999,0.627906976744186,0.525,0.34285714285714164,27641,-0.9483615800121716,-0.31719128858910595,-0.2588190451025208,-0.9659258262890683
1.0,0.2382707255533499,0.5277777777777779,0.7999999999999999,0.7093023255813953,0.5750000000000001,0.31428571428571317,13835,-0.9483615800121716,-0.31719128858910595,-0.8660254037844385,-0.5000000000000004
1.0,0.457093336264549,0.5277777777777779,0.7999999999999999,0.8488372093023255,0.45,0.33333333333333215,145,-0.9483615800121716,-0.31719128858910595,-0.9659258262890684,0.2588190451025203
0.0,0.6759159469757481,0.5277777777777779,0.7999999999999999,0.8488372093023255,0.25,0.3619047619047606,0,-0.9483615800121716,-0.31719128858910595,-0.5000000000000004,0.8660254037844384
0.0,0.7666792545669632,0.5,0.7714285714285714,0.8837209302325582,0.325,0.37142857142857366,0,-0.9536809966304455,-0.300819807635668,0.25881904510252074,0.9659258262890683
0.0,0.5469825176715567,0.5,0.7714285714285714,0.8023255813953487,0.2,0.37142857142857366,0,-0.9536809966304455,-0.300819807635668,0.8660254037844386,0.5000000000000001
